dimensions,budget,algorithm,points,rank,ngopt rank
50,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,21,21
50,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,21,21
50,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,21,21
50,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,2.0,9,9
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,9,9
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,4.0,8,8
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,9,9
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,9,9
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,21,21
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,13,13
50,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,0.0,21,21
50,1000,ConfPortfolio_scale2_NA_ngopt14s_1,18.0,4,4
60,1000,CMA,16.0,4,4
60,1000,ChainMetaModelPowell,16.0,4,4
60,1000,Cobyla,275.0,1,0
60,1000,MetaModel,16.0,4,4
60,1000,MetaModelOnePlusOne,59.0,3,3
60,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),188.0,2,2
60,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,18,18
60,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,18,18
60,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,18,18
60,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,18,18
60,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,18,18
60,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,18,18
60,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,2.0,10,10
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,2.0,10,10
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,3.0,9,9
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,2.0,10,10
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,4.0,8,8
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,15,15
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,15,15
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,15,15
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,10,10
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,0.0,18,18
60,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,2.0,10,10
60,1000,ConfPortfolio_scale2_NA_ngopt14s_1,16.0,4,4
70,1000,CMA,13.0,4,4
70,1000,ChainMetaModelPowell,13.0,4,4
70,1000,Cobyla,291.0,1,0
70,1000,MetaModel,13.0,4,4
70,1000,MetaModelOnePlusOne,61.0,3,3
70,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),180.0,2,2
70,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,18,18
70,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,18,18
70,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,18,18
70,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,18,18
70,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,18,18
70,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,18,18
70,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,4.0,8,8
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1.0,13,13
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,9,9
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,2.0,9,9
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,2.0,9,9
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,13,13
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,2.0,9,9
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,13,13
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,18,18
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,13,13
70,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,13,13
70,1000,ConfPortfolio_scale2_NA_ngopt14s_1,13.0,4,4
80,1000,CMA,10.0,4,4
80,1000,ChainMetaModelPowell,10.0,4,4
80,1000,Cobyla,298.0,1,0
80,1000,MetaModel,10.0,4,4
80,1000,MetaModelOnePlusOne,59.0,3,3
80,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),192.0,2,2
80,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,2.0,9,9
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,13,13
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,2.0,9,9
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,13,13
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,2.0,9,9
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,2.0,9,9
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,3.0,8,8
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,1.0,13,13
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,1.0,13,13
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,13,13
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,0.0,18,18
80,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,0.0,18,18
80,1000,ConfPortfolio_scale2_NA_ngopt14s_1,10.0,4,4
90,1000,CMA,8.0,4,4
90,1000,ChainMetaModelPowell,8.0,4,4
90,1000,Cobyla,311.0,1,0
90,1000,MetaModel,8.0,4,4
90,1000,MetaModelOnePlusOne,53.0,3,3
90,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),195.0,2,2
90,1000,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,15,15
90,1000,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,15,15
90,1000,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,15,15
90,1000,ConfPortfolio_scale2_NA_ngopt14s_9,0.0,15,15
90,1000,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,15,15
90,1000,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,15,15
90,1000,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,4.0,8,8
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,1.0,10,10
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,1.0,10,10
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,1.0,10,10
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,3.0,9,9
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,10,10
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,0.0,15,15
90,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,10,10
90,1000,ConfPortfolio_scale2_NA_ngopt14s_1,8.0,4,4
100,1000,CMA,7.0,4,4
100,1000,ChainMetaModelPowell,7.0,4,4
100,1000,Cobyla,298.0,1,0
100,1000,MetaModel,7.0,4,4
100,1000,MetaModelOnePlusOne,29.0,3,3
100,1000,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),190.0,2,2
100,1000,ConfPortfolio_scale2_NA_ngopt14s_12,7.0,4,4
100,1000,ConfPortfolio_scale2_NA_ngopt14s_11,5.0,11,11
100,1000,ConfPortfolio_scale2_NA_ngopt14s_10,5.0,11,11
100,1000,ConfPortfolio_scale2_NA_ngopt14s_9,5.0,11,11
100,1000,ConfPortfolio_scale2_NA_ngopt14s_8,3.0,15,15
100,1000,ConfPortfolio_scale2_NA_ngopt14s_7,6.0,10,10
100,1000,ConfPortfolio_scale2_NA_ngopt14s_6,7.0,4,4
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,3.0,15,15
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,4.0,14,14
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,2.0,17,17
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,19,19
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,1.0,19,19
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,0.0,25,25
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,2.0,17,17
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,1.0,19,19
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,1.0,19,19
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,1.0,19,19
100,1000,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,1.0,19,19
100,1000,ConfPortfolio_scale2_NA_ngopt14s_1,7.0,4,4
2,1500,CMA,323.0,4,4
2,1500,ChainMetaModelPowell,333.0,2,2
2,1500,Cobyla,48.0,15,15
2,1500,MetaModel,333.0,2,2
2,1500,MetaModelOnePlusOne,73.0,9,9
2,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),344.0,1,-1
2,1500,ConfPortfolio_scale2_NA_ngopt14s_12,14.0,33,33
2,1500,ConfPortfolio_scale2_NA_ngopt14s_11,15.0,32,32
2,1500,ConfPortfolio_scale2_NA_ngopt14s_10,12.0,34,34
2,1500,ConfPortfolio_scale2_NA_ngopt14s_9,18.0,28,28
2,1500,ConfPortfolio_scale2_NA_ngopt14s_8,17.0,29,29
2,1500,ConfPortfolio_scale2_NA_ngopt14s_7,20.0,25,25
2,1500,ConfPortfolio_scale2_NA_ngopt14s_6,21.0,22,22
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,66.0,13,13
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,75.0,8,8
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,68.0,11,11
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,70.0,10,10
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,67.0,12,12
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,22.0,19,19
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,19.0,26,26
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,16.0,30,30
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,21.0,22,22
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,16.0,30,30
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,19.0,26,26
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,22.0,19,19
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,21.0,22,22
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,22.0,19,19
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,27.0,18,18
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,31.0,17,17
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,44.0,16,16
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,64.0,14,0
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,100.0,7,7
2,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,258.0,6,6
2,1500,ConfPortfolio_scale2_NA_ngopt14s_1,323.0,4,4
3,1500,CMA,280.0,1,-1
3,1500,ChainMetaModelPowell,274.0,3,3
3,1500,Cobyla,46.0,7,7
3,1500,MetaModel,274.0,3,3
3,1500,MetaModelOnePlusOne,46.0,7,7
3,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),257.0,5,0
3,1500,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,31,31
3,1500,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,31,31
3,1500,ConfPortfolio_scale2_NA_ngopt14s_10,3.0,28,28
3,1500,ConfPortfolio_scale2_NA_ngopt14s_9,4.0,24,24
3,1500,ConfPortfolio_scale2_NA_ngopt14s_8,2.0,29,29
3,1500,ConfPortfolio_scale2_NA_ngopt14s_7,7.0,22,22
3,1500,ConfPortfolio_scale2_NA_ngopt14s_6,15.0,18,18
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,46.0,7,7
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,45.0,10,10
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,38.0,12,12
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,34.0,13,13
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,30.0,14,14
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,31,31
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,31,31
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,4.0,24,24
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,4.0,24,24
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,2.0,29,29
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,4.0,24,24
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,5.0,23,23
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,11.0,20,20
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,10.0,21,21
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,12.0,19,19
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,24.0,16,16
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,22.0,17,17
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,30.0,14,14
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,40.0,11,11
3,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,75.0,6,6
3,1500,ConfPortfolio_scale2_NA_ngopt14s_1,280.0,1,1
5,1500,CMA,136.0,2,2
5,1500,ChainMetaModelPowell,114.0,4,4
5,1500,Cobyla,44.0,7,7
5,1500,MetaModel,114.0,4,4
5,1500,MetaModelOnePlusOne,51.0,6,6
5,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),167.0,1,0
5,1500,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,25,25
5,1500,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,25,25
5,1500,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,25,25
5,1500,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,20,20
5,1500,ConfPortfolio_scale2_NA_ngopt14s_8,2.0,19,19
5,1500,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,25,25
5,1500,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,20,20
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,38.0,8,8
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,32.0,9,9
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,27.0,11,11
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,25.0,13,13
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,26.0,12,12
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,25,25
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,25,25
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,25,25
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,25,25
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,0.0,25,25
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,25,25
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,20,20
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,1.0,20,20
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,4.0,17,17
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,3.0,18,18
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,20,20
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,6.0,15,15
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,6.0,15,15
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,16.0,14,14
5,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,29.0,10,10
5,1500,ConfPortfolio_scale2_NA_ngopt14s_1,136.0,2,2
10,1500,CMA,91.0,5,5
10,1500,ChainMetaModelPowell,123.0,2,2
10,1500,Cobyla,61.0,7,7
10,1500,MetaModel,123.0,2,2
10,1500,MetaModelOnePlusOne,71.0,6,6
10,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),141.0,1,0
10,1500,ConfPortfolio_scale2_NA_ngopt14s_12,1.0,18,18
10,1500,ConfPortfolio_scale2_NA_ngopt14s_11,0.0,25,25
10,1500,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,25,25
10,1500,ConfPortfolio_scale2_NA_ngopt14s_9,1.0,18,18
10,1500,ConfPortfolio_scale2_NA_ngopt14s_8,1.0,18,18
10,1500,ConfPortfolio_scale2_NA_ngopt14s_7,1.0,18,18
10,1500,ConfPortfolio_scale2_NA_ngopt14s_6,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,25.0,9,9
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,24.0,11,11
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,26.0,8,8
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,23.0,12,12
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,25.0,9,9
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,1.0,18,18
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,1.0,18,18
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,25,25
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,2.0,16,16
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,18,18
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,2.0,16,16
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,5.0,15,15
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,7.0,14,14
10,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,9.0,13,13
10,1500,ConfPortfolio_scale2_NA_ngopt14s_1,123.0,2,2
15,1500,CMA,71.0,7,7
15,1500,ChainMetaModelPowell,102.0,3,3
15,1500,Cobyla,111.0,2,2
15,1500,MetaModel,102.0,3,3
15,1500,MetaModelOnePlusOne,102.0,3,3
15,1500,ParametrizedMetaModel(multivariate_optimizer=CmaFmin2),127.0,1,0
15,1500,ConfPortfolio_scale2_NA_ngopt14s_12,0.0,23,23
15,1500,ConfPortfolio_scale2_NA_ngopt14s_11,1.0,16,16
15,1500,ConfPortfolio_scale2_NA_ngopt14s_10,0.0,23,23
15,1500,ConfPortfolio_scale2_NA_ngopt14s_9,2.0,10,10
15,1500,ConfPortfolio_scale2_NA_ngopt14s_8,0.0,23,23
15,1500,ConfPortfolio_scale2_NA_ngopt14s_7,0.0,23,23
15,1500,ConfPortfolio_scale2_NA_ngopt14s_6,1.0,16,16
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_21,2.0,10,10
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_20,1.0,16,16
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_19,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_18,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_17,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_16,1.0,16,16
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_15,1.0,16,16
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_14,2.0,10,10
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_13,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_12,2.0,10,10
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_11,1.0,16,16
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_10,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_9,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_8,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_7,2.0,10,10
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_6,1.0,16,16
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_5,0.0,23,23
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_4,3.0,9,9
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_3,2.0,10,10
15,1500,ConfPortfolio_scale2_scale=1.3_ngopt14s_2,8.0,8,8
15,1500,ConfPortfolio_scale2_NA_ngopt14s_1,102.0,3,3
